POLICY_CLAIM_NUMBER	POLICY_EFF_DT	INSURANCE_TYPE	CLAIM_STATUS	ANY_INJURY	POLICE_REPORT_AVAILABLE	INCIDENT_HOUR_OF_THE_DAY
PLC00006320	11/14/2010	Motor	A	1	0	3
PLC00003537	8/13/2012	Health	A	1	0	12
PLC00003308	2/12/2011	Travel	A	1	0	13
PLC00000184	7/4/2014	Life	A	1	0	1
PLC00000584	8/31/2011	Life	A	1	1	13
PLC00005125	8/26/2012	Motor	D	1	1	6
PLC00005652	11/28/2018	Life	A	1	1	13
PLC00008623	6/29/2010	Motor	A	1	1	10
PLC00000850	7/27/2012	Health	A	1	1	13
PLC00004717	2/21/2017	Health	A	1	1	3
PLC00007849	1/1/2011	Property	A	1	1	15
PLC00001939	5/19/2017	Health	A	1	0	15
PLC00003367	12/1/2013	Health	A	1	0	1
PLC00008340	10/7/2011	Property	A	1	0	7
PLC00007642	11/29/2010	Mobile	A	1	0	12
PLC00001476	5/23/2019	Travel	A	1	1	4
PLC00002050	7/21/2016	Motor	D	0	1	17
PLC00008832	3/22/2019	Health	A	1	0	7
PLC00009700	2/3/2018	Mobile	A	1	1	1
PLC00003238	2/25/2018	Life	A	0	1	13
PLC00007317	2/23/2013	Life	A	1	0	16
PLC00000567	9/25/2017	Property	A	0	0	6
PLC00009806	4/5/2011	Travel	A	1	0	5
PLC00005128	5/14/2017	Motor	A	1	1	17
PLC00002339	7/27/2013	Health	A	1	1	2
PLC00008041	8/25/2017	Motor	A	1	1	6
PLC00006806	12/25/2013	Mobile	A	1	1	9
PLC00009207	11/20/2012	Motor	A	0	1	17
PLC00009818	7/9/2018	Life	A	1	1	5
PLC00005924	1/23/2014	Motor	A	1	1	18
PLC00004092	9/23/2012	Health	A	0	1	0
PLC00005615	5/5/2018	Property	A	0	1	12
PLC00005885	10/7/2017	Property	A	1	1	9
PLC00009200	8/15/2017	Motor	A	0	0	15
PLC00000708	7/19/2011	Travel	A	1	0	3
PLC00004006	5/16/2018	Motor	A	0	1	20
PLC00001249	8/18/2018	Travel	A	1	0	15
PLC00006074	1/5/2017	Mobile	A	1	1	15
PLC00002242	7/10/2016	Health	A	1	1	13
PLC00001837	10/1/2015	Life	A	0	1	15
PLC00008376	12/26/2015	Mobile	A	1	1	23
PLC00006167	5/2/2017	Property	A	0	1	7
PLC00006204	12/3/2016	Motor	A	1	0	12
PLC00004285	1/5/2015	Mobile	A	1	1	6
PLC00001569	10/17/2013	Motor	A	1	1	23
PLC00007864	12/26/2015	Property	A	0	1	4
PLC00009120	3/26/2013	Motor	A	1	1	7
PLC00009805	4/7/2019	Mobile	A	1	1	1
PLC00000126	10/14/2018	Life	A	1	0	3
PLC00008182	8/21/2010	Life	A	0	1	8
PLC00009829	11/4/2015	Property	A	1	1	17
PLC00003664	12/6/2015	Travel	A	1	1	10
PLC00002700	1/15/2013	Travel	A	1	1	13
PLC00001990	3/4/2014	Mobile	A	0	1	10
PLC00009671	12/10/2014	Mobile	A	1	1	0
PLC00003436	6/14/2013	Travel	A	0	1	9
PLC00006624	1/25/2014	Property	A	0	1	18
PLC00009692	9/29/2016	Property	A	0	1	8
PLC00005711	9/12/2014	Mobile	A	1	0	6
PLC00000306	6/12/2014	Property	A	0	1	21
PLC00007008	6/5/2018	Motor	A	1	0	8
PLC00006120	10/28/2016	Mobile	A	0	0	9
PLC00002442	2/24/2018	Health	A	1	1	21
PLC00001808	1/21/2013	Property	A	1	1	4
PLC00009557	2/14/2016	Mobile	A	1	1	8
PLC00005112	11/4/2015	Motor	A	0	1	3
PLC00007338	9/26/2010	Mobile	A	0	1	21
PLC00001667	1/11/2017	Mobile	A	1	1	2
PLC00006771	3/2/2018	Motor	D	1	1	14
PLC00003473	12/20/2010	Health	A	1	0	16
PLC00001343	5/5/2012	Travel	D	1	1	8
PLC00007831	4/19/2016	Life	A	1	1	2
PLC00005300	3/17/2012	Travel	A	1	1	9
PLC00003613	4/18/2012	Mobile	A	1	1	2
PLC00001749	9/4/2010	Property	A	1	1	16
PLC00002871	8/8/2016	Life	A	0	1	9
PLC00003540	7/11/2010	Motor	A	0	0	19
PLC00004387	7/12/2010	Motor	A	1	1	9
PLC00003445	5/6/2013	Travel	A	1	1	1
PLC00003456	6/29/2012	Health	A	1	0	9
PLC00008082	11/21/2012	Motor	A	1	1	16
PLC00008841	1/23/2014	Life	A	0	1	19
PLC00007508	10/23/2015	Travel	A	1	1	1
PLC00008739	11/24/2019	Health	D	1	0	6
PLC00000879	4/11/2013	Health	A	1	1	12
PLC00007350	6/17/2010	Motor	A	0	1	8
PLC00000830	11/26/2016	Health	A	1	1	15
PLC00001047	10/25/2018	Health	A	1	1	0
PLC00003218	1/27/2012	Mobile	A	0	1	5
PLC00000507	3/27/2018	Health	A	1	0	16
PLC00007735	2/18/2018	Travel	A	1	1	18
PLC00005902	3/12/2015	Mobile	A	1	1	14
PLC00007852	1/28/2016	Mobile	A	1	1	11
PLC00005417	3/30/2016	Motor	A	0	1	23
PLC00001443	3/26/2013	Travel	A	1	0	20
PLC00002573	4/20/2014	Travel	A	0	1	17
PLC00008918	4/10/2019	Property	A	1	1	17
PLC00005732	7/28/2012	Motor	A	1	1	20
PLC00002147	9/24/2014	Mobile	A	0	1	15
PLC00003597	10/22/2012	Motor	A	1	1	21
PLC00004380	11/9/2019	Motor	A	1	1	5
PLC00007442	9/10/2010	Health	A	1	1	19
PLC00008929	2/16/2012	Travel	A	0	1	14
PLC00004998	6/3/2013	Property	A	1	1	18
PLC00007105	12/30/2014	Mobile	A	1	1	7
PLC00005979	4/15/2015	Life	A	1	0	10
PLC00007569	9/4/2018	Health	A	0	0	12
PLC00002814	10/4/2016	Health	A	1	1	1
PLC00009490	5/27/2011	Health	A	1	1	10
PLC00004069	6/17/2013	Mobile	A	1	1	16
PLC00002306	1/7/2011	Motor	A	1	1	15
PLC00003437	12/30/2016	Health	D	0	1	7
PLC00000416	2/27/2011	Life	A	0	1	10
PLC00003265	9/20/2011	Life	A	0	0	22
PLC00002921	10/23/2014	Health	A	1	1	16
PLC00009273	4/18/2014	Life	A	0	1	4
PLC00005169	8/4/2011	Life	A	1	1	3
PLC00007036	7/11/2018	Travel	A	1	1	12
PLC00008449	11/24/2014	Life	A	1	1	13
PLC00008496	7/16/2011	Travel	A	0	1	6
PLC00003606	5/11/2018	Motor	A	1	0	15
PLC00003128	2/10/2013	Property	A	0	0	19
PLC00006990	8/6/2018	Travel	A	0	0	8
PLC00004110	2/2/2018	Mobile	A	1	1	18
PLC00009521	8/8/2011	Property	A	1	1	14
PLC00002165	5/19/2011	Mobile	A	0	0	1
PLC00008366	9/18/2012	Motor	D	1	1	21
PLC00003933	1/4/2013	Property	A	1	1	19
PLC00000650	7/14/2011	Motor	A	1	1	20
PLC00007085	7/28/2016	Health	A	1	1	11
PLC00003450	12/20/2019	Property	A	1	1	2
PLC00001233	5/27/2016	Property	A	1	0	9
PLC00001831	7/17/2012	Health	A	1	1	20
PLC00003835	5/4/2015	Travel	A	1	1	3
PLC00004732	10/14/2013	Motor	A	1	1	14
PLC00000410	7/2/2015	Health	A	1	1	11
PLC00007668	1/17/2017	Mobile	A	0	1	6
PLC00008758	9/3/2010	Life	A	1	1	18
PLC00001213	11/13/2017	Mobile	A	1	0	6
PLC00000058	8/14/2014	Health	A	1	1	13
PLC00001732	12/9/2011	Motor	A	0	1	23
PLC00005869	8/27/2010	Property	A	1	1	22
PLC00000778	3/24/2017	Health	A	1	1	8
PLC00001015	7/12/2017	Life	A	0	0	17
PLC00007982	8/30/2010	Life	A	1	1	23
PLC00000613	10/19/2011	Motor	A	1	1	21
PLC00001137	2/21/2014	Property	A	1	0	7
PLC00007998	12/21/2010	Life	A	1	1	9
PLC00008294	12/28/2016	Life	A	1	1	19
PLC00002622	6/11/2011	Life	A	1	1	5
PLC00003683	11/11/2018	Health	A	0	1	22
PLC00004588	6/19/2016	Mobile	A	0	1	3
PLC00002836	9/18/2014	Health	A	1	0	12
PLC00004120	1/1/2016	Travel	A	1	1	7
PLC00003734	11/18/2010	Health	A	1	0	3
PLC00003506	11/30/2014	Life	A	1	1	10
PLC00001262	8/28/2019	Mobile	A	1	1	10
PLC00006706	2/12/2019	Health	A	0	1	6
PLC00005313	5/12/2013	Travel	A	0	1	20
PLC00002530	6/17/2010	Motor	D	0	0	20
PLC00004119	1/19/2011	Travel	A	1	0	6
PLC00003702	3/31/2011	Property	A	0	1	14
PLC00006842	8/20/2018	Travel	A	1	1	9
PLC00006795	3/30/2014	Travel	A	1	1	0
PLC00003548	3/5/2012	Motor	A	0	1	12
PLC00009024	9/22/2012	Travel	A	1	1	20
PLC00006822	5/31/2018	Motor	A	0	1	3
PLC00006170	9/26/2019	Property	A	1	0	4
PLC00005339	6/19/2014	Mobile	A	1	0	17
PLC00002443	7/8/2017	Health	A	0	1	16
PLC00007770	10/11/2019	Mobile	A	1	0	18
PLC00007287	10/27/2016	Mobile	A	1	0	23
PLC00004684	6/10/2016	Mobile	A	1	1	14
PLC00005855	8/19/2015	Motor	A	1	1	1
PLC00007062	10/1/2017	Property	A	1	0	6
PLC00003875	10/31/2014	Property	A	0	1	14
PLC00005990	3/5/2011	Health	A	0	0	14
PLC00000253	5/14/2016	Mobile	A	1	0	5
PLC00005735	5/7/2018	Life	A	0	0	23
PLC00000732	11/20/2012	Motor	A	1	1	5
PLC00004478	9/5/2017	Motor	A	1	1	10
PLC00007523	4/29/2019	Motor	A	1	1	21
PLC00008978	3/6/2016	Mobile	A	1	1	6
PLC00002263	6/27/2012	Travel	A	0	1	15
PLC00005561	12/20/2011	Travel	A	1	1	1
PLC00003533	9/8/2019	Life	A	1	1	11
PLC00008446	6/20/2018	Motor	A	0	1	22
PLC00000110	5/19/2017	Property	A	1	1	2
PLC00007292	3/2/2016	Property	A	1	0	18
PLC00001260	4/18/2018	Property	A	1	1	19
PLC00008181	10/28/2010	Life	A	1	1	21
PLC00009679	9/17/2018	Motor	A	0	1	17
PLC00003176	9/25/2012	Motor	A	1	1	0
PLC00008627	6/15/2016	Motor	A	0	1	5
PLC00000462	12/5/2011	Travel	A	0	1	11
PLC00000735	1/11/2016	Life	A	1	1	2
PLC00001501	4/23/2014	Mobile	A	1	1	10
PLC00004987	4/30/2017	Travel	A	1	0	23
PLC00006173	4/8/2016	Motor	A	1	1	4
PLC00002409	11/6/2017	Property	A	1	0	2
PLC00004035	6/6/2013	Travel	A	1	0	18
PLC00004895	7/9/2010	Property	A	0	1	7
PLC00006210	9/22/2016	Life	A	1	1	22
PLC00009520	2/17/2019	Travel	A	1	1	15
PLC00004981	8/11/2019	Property	A	1	1	15
PLC00003123	6/7/2018	Health	A	1	1	14
PLC00007084	2/18/2015	Health	A	1	0	19
PLC00003190	4/4/2012	Life	A	1	1	1
PLC00009997	1/27/2015	Health	A	0	1	23
PLC00005662	7/9/2011	Property	A	0	1	10
PLC00007042	1/26/2020	Property	A	1	1	7
PLC00003494	1/18/2012	Life	A	1	0	14
PLC00000182	1/4/2018	Travel	A	1	1	2
PLC00009736	11/11/2019	Health	A	1	1	20
PLC00008498	6/3/2016	Health	A	1	1	0
PLC00001835	7/30/2010	Mobile	A	1	0	20
PLC00004179	2/14/2015	Travel	A	1	1	21
PLC00004483	9/26/2016	Mobile	A	1	1	1
PLC00003977	7/31/2011	Mobile	A	0	1	12
PLC00008048	12/10/2014	Travel	A	0	1	3
PLC00009742	8/12/2011	Life	A	0	0	17
PLC00001870	12/17/2018	Property	A	1	1	9
PLC00002190	12/15/2012	Mobile	A	0	1	21
PLC00003885	7/27/2010	Travel	A	1	1	2
PLC00003591	3/23/2013	Life	A	1	1	6
PLC00001400	6/10/2017	Health	A	1	0	18
PLC00005413	4/1/2016	Travel	A	1	1	10
PLC00003247	11/26/2012	Travel	A	1	1	21
PLC00002709	12/15/2011	Property	A	1	1	7
PLC00001142	9/11/2018	Travel	A	1	1	16
PLC00006413	12/13/2016	Travel	A	0	1	20
PLC00000344	11/4/2011	Travel	A	1	1	14
PLC00001041	5/14/2017	Property	A	0	1	1
PLC00009257	12/22/2010	Motor	A	1	1	12
PLC00001645	6/3/2015	Life	A	0	1	2
PLC00003990	6/30/2015	Mobile	A	1	1	22
PLC00001511	1/26/2013	Mobile	A	1	1	1
PLC00000289	12/24/2010	Property	A	1	0	8
PLC00005603	1/2/2020	Mobile	A	1	1	16
PLC00009334	6/27/2010	Motor	A	1	1	10
PLC00000746	2/5/2016	Property	D	1	0	14
PLC00002599	12/7/2012	Motor	A	1	1	10
PLC00007833	1/16/2019	Property	A	1	0	8
PLC00003380	9/25/2014	Mobile	A	1	1	17
PLC00005357	7/25/2015	Motor	A	1	1	5
PLC00002482	8/18/2012	Travel	A	1	0	11
PLC00007502	8/1/2010	Health	A	1	0	0
PLC00007228	1/1/2015	Property	A	1	1	20
PLC00008513	6/4/2017	Health	A	1	1	12
PLC00004767	12/17/2017	Mobile	A	0	1	19
PLC00008237	1/22/2013	Motor	A	1	1	8
PLC00009354	5/29/2015	Travel	D	1	0	9
PLC00005451	1/15/2017	Health	A	1	1	10
PLC00004105	6/15/2014	Health	A	0	0	15
PLC00007401	6/13/2010	Property	A	1	0	9
PLC00003370	10/9/2019	Mobile	A	0	0	7
PLC00002018	6/18/2011	Motor	A	1	0	4
PLC00005437	9/5/2013	Life	A	1	1	8
PLC00001187	2/14/2018	Life	A	1	1	22
PLC00008870	5/12/2017	Property	A	1	1	4
PLC00000918	9/19/2012	Mobile	A	1	1	22
PLC00003466	6/30/2016	Life	A	1	1	8
PLC00008097	10/30/2016	Mobile	A	1	1	11
PLC00008696	10/6/2014	Property	A	1	1	7
PLC00005057	9/2/2014	Motor	A	1	1	7
PLC00004331	11/28/2015	Property	A	1	0	10
PLC00006787	4/21/2019	Travel	A	1	1	11
PLC00000698	2/6/2011	Travel	A	0	1	4
PLC00008057	12/5/2010	Property	A	1	1	17
PLC00000606	1/29/2011	Motor	A	1	1	21
PLC00001172	5/13/2012	Health	A	1	1	8
PLC00002875	6/7/2010	Motor	A	1	0	23
PLC00008500	2/10/2016	Health	A	0	1	12
PLC00003028	7/12/2019	Property	A	1	1	2
PLC00004768	12/18/2011	Travel	A	0	1	16
PLC00007796	12/14/2010	Property	A	1	1	12
PLC00003701	7/22/2014	Travel	A	0	1	10
PLC00005650	10/5/2015	Travel	A	0	1	23
PLC00005554	1/19/2016	Health	A	0	1	3
PLC00007664	6/10/2018	Health	A	1	0	17
PLC00000081	5/5/2019	Travel	A	0	0	19
PLC00001051	10/4/2017	Life	A	0	0	15
PLC00000314	9/23/2013	Mobile	A	1	1	7
PLC00001881	12/12/2013	Property	A	0	1	19
PLC00000390	9/22/2017	Health	A	1	1	2
PLC00002831	1/17/2020	Travel	A	1	1	22
PLC00009429	7/20/2019	Motor	D	1	1	14
PLC00003609	8/15/2016	Travel	A	1	1	20
PLC00000787	11/5/2012	Travel	A	0	0	10
PLC00008480	9/10/2018	Life	A	1	1	3
PLC00004082	2/19/2011	Travel	A	1	0	5
PLC00007284	9/16/2019	Travel	A	0	1	13
PLC00002996	2/1/2014	Motor	A	0	1	4
PLC00005116	11/14/2019	Life	A	1	1	22
PLC00005822	8/9/2014	Travel	A	1	0	19
PLC00005364	1/12/2017	Property	A	1	1	4
PLC00002431	10/30/2015	Travel	A	1	1	22
PLC00003253	12/7/2011	Motor	A	1	1	7
PLC00006992	12/15/2013	Property	A	0	0	10
PLC00008704	10/2/2012	Motor	A	1	1	18
PLC00007750	11/7/2013	Property	A	1	0	5
PLC00004675	2/4/2016	Life	A	1	1	14
PLC00007229	10/27/2010	Motor	A	1	1	19
PLC00005669	4/2/2016	Mobile	A	1	1	16
PLC00003731	11/9/2011	Property	A	0	1	12
PLC00007426	3/1/2014	Life	A	0	1	9
PLC00004018	8/8/2019	Life	A	1	1	9
PLC00002570	9/12/2019	Motor	A	0	1	9
PLC00004781	12/17/2012	Property	A	0	1	11
PLC00006190	8/15/2016	Life	A	1	1	19
PLC00000499	7/6/2015	Health	A	0	0	0
PLC00000886	6/8/2012	Mobile	A	1	1	13
PLC00008636	9/6/2016	Mobile	A	1	0	14
PLC00005812	11/20/2015	Motor	A	0	1	4
PLC00003505	8/16/2013	Health	A	1	1	17
PLC00007202	6/30/2012	Motor	A	0	1	22
PLC00005245	1/3/2012	Life	A	0	1	14
PLC00007978	11/18/2015	Property	A	1	1	5
PLC00008521	2/9/2014	Motor	A	1	1	6
PLC00005377	4/20/2018	Health	A	1	1	8
PLC00000151	11/13/2015	Life	A	1	1	10
PLC00003462	10/2/2018	Motor	A	0	0	3
PLC00009287	8/3/2016	Motor	A	0	1	1
PLC00002407	5/5/2019	Health	A	1	0	16
PLC00003208	9/4/2019	Life	A	1	0	6
PLC00009174	4/5/2014	Travel	A	1	0	10
PLC00006054	1/17/2015	Motor	A	1	0	18
PLC00006579	12/15/2014	Health	A	1	1	10
PLC00004406	3/31/2011	Mobile	A	1	1	13
PLC00002734	3/15/2016	Travel	A	0	0	10
PLC00006902	3/2/2018	Life	A	1	1	10
PLC00003166	12/25/2018	Travel	A	0	1	20
PLC00002712	11/26/2013	Life	A	1	1	4
PLC00003904	6/25/2012	Health	A	1	0	11
PLC00003312	3/25/2012	Health	A	0	1	13
PLC00003697	9/9/2018	Motor	D	0	0	9
PLC00002724	2/23/2015	Motor	A	1	1	11
PLC00004216	7/17/2014	Life	A	1	1	4
PLC00005415	12/30/2012	Mobile	D	1	1	5
PLC00009048	6/14/2011	Mobile	A	1	1	22
PLC00006311	6/5/2016	Life	A	1	0	3
PLC00001467	9/6/2010	Life	A	1	1	9
PLC00008847	3/21/2015	Life	A	0	1	9
PLC00003779	3/30/2019	Property	A	1	0	6
PLC00002019	2/4/2014	Life	A	1	1	2
PLC00008724	1/15/2012	Property	A	1	1	15
PLC00001542	8/23/2013	Life	A	1	1	23
PLC00003045	10/10/2017	Travel	A	1	1	2
PLC00008667	11/13/2010	Mobile	A	1	1	15
PLC00006310	10/25/2015	Travel	A	0	1	13
PLC00000159	4/8/2015	Life	A	1	1	9
PLC00002708	12/4/2011	Life	A	1	1	16
PLC00006081	10/2/2017	Life	A	1	1	6
PLC00008763	6/7/2019	Mobile	A	1	1	16
PLC00006511	1/15/2020	Health	A	1	1	8
PLC00009090	8/2/2012	Motor	A	0	0	2
PLC00005492	8/5/2010	Health	A	0	1	11
PLC00007437	8/5/2017	Life	A	1	0	23
PLC00007435	10/13/2015	Travel	A	1	0	20
PLC00001973	7/5/2018	Motor	A	1	0	19
PLC00009785	8/11/2015	Property	A	1	0	12
PLC00002395	9/29/2015	Property	A	1	0	23
PLC00004131	7/24/2018	Life	A	0	1	23
PLC00005118	2/19/2017	Mobile	A	0	1	5
PLC00000649	9/16/2012	Health	A	1	1	10
PLC00000030	5/26/2017	Health	A	1	1	11
PLC00002730	12/9/2014	Travel	A	0	0	8
PLC00003072	8/28/2017	Health	A	1	1	7
PLC00000740	5/11/2016	Property	A	1	1	7
PLC00000608	2/26/2013	Health	A	1	1	11
PLC00005862	5/26/2018	Health	A	1	0	19
PLC00000100	5/25/2011	Mobile	A	0	1	0
PLC00003978	1/30/2019	Property	A	0	0	7
PLC00003983	5/2/2018	Health	A	1	1	20
PLC00003194	10/3/2013	Motor	A	1	1	0
PLC00009586	12/5/2017	Property	A	1	1	15
PLC00000472	1/1/2011	Travel	A	1	1	17
PLC00006606	11/5/2011	Motor	A	1	1	1
PLC00005195	4/29/2012	Motor	A	1	0	1
PLC00004125	4/8/2014	Property	A	1	0	12
PLC00008334	3/20/2014	Motor	A	1	0	23
PLC00002454	10/3/2018	Health	A	0	0	22
PLC00002902	3/17/2013	Mobile	A	1	1	20
PLC00004455	7/8/2017	Travel	A	0	1	1
PLC00001458	2/19/2013	Property	A	1	1	6
PLC00008368	4/26/2015	Mobile	A	0	0	15
PLC00000016	11/29/2011	Property	A	1	1	23
PLC00002490	3/4/2015	Mobile	A	0	1	13
PLC00000995	10/27/2015	Travel	A	1	1	15
PLC00001792	4/22/2014	Health	A	1	1	22
PLC00000185	8/31/2012	Property	A	1	1	21
PLC00007213	4/2/2016	Property	A	1	0	3
PLC00009267	9/3/2013	Motor	A	1	1	19
PLC00004234	6/15/2010	Life	A	1	1	15
PLC00007208	2/4/2014	Health	A	0	1	7
PLC00007912	3/11/2016	Health	A	1	0	23
PLC00009531	10/30/2015	Health	A	1	0	7
PLC00009222	11/14/2019	Travel	A	0	1	17
PLC00003228	3/13/2016	Mobile	A	1	1	18
PLC00008073	6/10/2017	Health	A	1	1	15
PLC00009289	8/9/2014	Travel	A	0	1	9
PLC00000092	3/25/2014	Mobile	A	1	1	22
PLC00002710	4/25/2019	Property	A	1	0	2
PLC00002763	2/14/2011	Travel	A	1	0	14
PLC00000929	3/24/2017	Life	A	1	0	12
PLC00009316	11/30/2011	Health	D	1	1	19
PLC00005310	5/25/2019	Mobile	A	1	0	5
PLC00004463	3/6/2019	Property	A	0	1	10
PLC00006331	1/15/2015	Travel	A	1	0	19
PLC00003300	5/18/2011	Mobile	A	0	1	21
PLC00001936	2/22/2014	Property	A	0	0	15
PLC00006969	4/11/2012	Life	A	1	1	1
PLC00004652	7/30/2016	Health	A	0	0	11
PLC00004687	9/27/2019	Property	A	1	1	14
PLC00008630	1/16/2020	Mobile	A	0	1	3
PLC00000958	7/5/2013	Health	A	0	1	17
PLC00003204	6/26/2019	Property	A	0	1	15
PLC00003471	10/8/2012	Mobile	A	0	1	8
PLC00008650	8/31/2015	Property	A	1	1	11
PLC00001845	6/13/2018	Property	A	0	1	15
PLC00003922	8/21/2019	Motor	A	1	0	13
PLC00000180	6/10/2017	Mobile	A	1	1	0
PLC00000705	6/16/2013	Health	A	1	0	22
PLC00001339	10/25/2019	Mobile	A	1	0	16
PLC00004601	9/13/2013	Mobile	A	1	1	1
PLC00001247	10/15/2013	Property	A	1	1	20
PLC00008487	1/4/2012	Health	D	0	1	16
PLC00007037	2/18/2018	Life	A	1	1	16
PLC00009112	7/4/2011	Health	A	0	1	22
PLC00009529	6/15/2017	Health	D	1	1	15
PLC00009277	7/24/2017	Travel	A	1	1	11
PLC00001773	10/14/2010	Life	A	1	1	7
PLC00003170	1/28/2015	Health	A	1	1	16
PLC00008785	9/21/2011	Life	A	1	0	2
PLC00005497	3/22/2019	Health	A	1	1	15
PLC00002762	7/9/2019	Health	A	1	0	19
PLC00004611	5/6/2013	Health	A	1	1	17
PLC00008589	4/28/2019	Travel	A	0	0	11
PLC00003826	3/30/2018	Health	A	1	1	20
PLC00008328	1/1/2017	Travel	A	1	1	8
PLC00005385	1/9/2011	Motor	A	0	1	9
PLC00008050	6/15/2012	Travel	A	1	0	18
PLC00001448	6/26/2010	Mobile	A	1	0	5
PLC00009613	12/17/2014	Mobile	A	1	1	10
PLC00005285	10/31/2015	Travel	A	1	1	22
PLC00004399	5/4/2011	Travel	A	1	1	0
PLC00002835	6/11/2010	Mobile	A	1	0	7
PLC00004517	7/23/2016	Motor	A	0	1	19
PLC00006965	1/9/2018	Travel	A	1	1	16
PLC00003467	7/7/2010	Property	A	0	1	8
PLC00001629	4/25/2019	Life	A	0	1	7
PLC00000254	8/9/2010	Health	A	0	1	10
PLC00002479	2/2/2019	Health	A	1	1	22
PLC00007512	12/18/2015	Property	A	1	1	18
PLC00000457	5/15/2012	Motor	A	1	0	13
PLC00008491	12/17/2019	Mobile	A	0	1	13
PLC00005163	11/21/2012	Health	A	0	1	18
PLC00007457	11/4/2013	Mobile	D	1	1	19
PLC00005030	7/27/2016	Property	A	0	0	16
PLC00001584	12/13/2018	Motor	A	0	1	2
PLC00007323	11/11/2017	Mobile	A	1	1	4
PLC00006941	3/13/2012	Mobile	A	1	1	12
PLC00008798	7/19/2011	Health	A	1	1	14
PLC00008320	4/3/2015	Motor	A	1	1	23
PLC00003079	5/22/2011	Life	A	1	0	22
PLC00009922	5/22/2014	Mobile	A	0	0	20
PLC00005297	8/23/2011	Life	A	1	1	10
PLC00004609	8/13/2013	Property	A	1	0	6
PLC00000658	3/27/2014	Mobile	D	1	1	0
PLC00000704	11/4/2013	Travel	A	0	1	2
PLC00000780	5/23/2018	Property	A	1	1	23
PLC00009524	4/2/2013	Life	A	1	1	19
PLC00009853	6/6/2016	Life	A	1	1	7
PLC00000323	11/30/2012	Motor	A	0	0	13
PLC00005614	5/18/2018	Health	A	1	1	8
PLC00008604	3/9/2011	Travel	A	0	0	10
PLC00002950	8/18/2017	Property	A	1	1	3
PLC00008700	10/30/2011	Life	A	1	1	23
PLC00009910	1/25/2019	Life	A	1	1	22
PLC00003602	12/12/2014	Health	A	1	0	6
PLC00004421	4/22/2012	Motor	A	0	0	2
PLC00001555	8/9/2019	Travel	A	1	0	13
PLC00009348	12/11/2019	Travel	A	1	1	6
PLC00006799	2/3/2016	Mobile	A	1	1	22
PLC00005602	10/7/2017	Property	A	1	0	7
PLC00001027	4/7/2019	Life	A	1	1	16
PLC00006901	9/23/2013	Life	D	0	0	21
PLC00003366	2/17/2015	Property	A	0	1	17
PLC00003440	10/25/2015	Motor	A	0	0	20
PLC00005616	6/6/2017	Life	A	1	1	16
PLC00001192	11/3/2013	Motor	A	1	1	19
PLC00008715	4/1/2018	Life	D	0	0	10
PLC00001169	10/7/2018	Mobile	A	1	1	23
PLC00003235	1/18/2019	Mobile	A	1	1	8
PLC00006305	10/4/2017	Mobile	A	1	0	0
PLC00007393	2/21/2016	Motor	A	0	1	0
PLC00000641	4/22/2014	Motor	A	1	1	14
PLC00003995	10/22/2011	Life	A	0	1	16
PLC00005625	6/17/2011	Mobile	A	0	1	15
PLC00009533	7/24/2011	Mobile	A	1	1	17
PLC00006285	9/22/2016	Life	A	1	1	4
PLC00002641	1/4/2011	Property	A	1	0	3
PLC00007103	4/24/2016	Health	A	1	1	11
PLC00007605	5/12/2013	Life	A	0	1	18
PLC00000332	11/7/2015	Mobile	A	0	1	17
PLC00006734	10/27/2010	Motor	A	1	0	3
PLC00004121	10/26/2017	Life	A	1	1	2
PLC00009239	10/4/2017	Motor	A	1	1	17
PLC00008949	10/4/2012	Travel	A	1	1	3
PLC00004354	12/9/2018	Motor	A	0	1	17
PLC00005872	8/3/2019	Travel	D	1	1	0
PLC00001658	11/17/2011	Motor	A	1	1	7
PLC00009066	12/8/2013	Property	A	1	1	3
PLC00009092	4/2/2015	Health	A	1	1	14
PLC00007832	6/26/2015	Life	A	1	0	11
PLC00004730	4/29/2016	Life	A	1	1	3
PLC00008302	12/24/2017	Mobile	A	1	1	13
PLC00000632	3/7/2018	Travel	A	1	1	19
PLC00003566	7/5/2016	Motor	A	0	0	1
PLC00000568	6/5/2019	Health	A	0	1	4
PLC00007598	2/23/2016	Life	A	1	0	22
PLC00004968	1/25/2020	Travel	A	1	1	16
PLC00006508	8/5/2011	Travel	A	1	0	2
PLC00009106	3/27/2012	Mobile	A	0	0	6
PLC00007328	2/5/2019	Travel	A	1	1	14
PLC00000676	12/31/2016	Health	D	0	1	17
PLC00009167	7/4/2012	Property	A	0	1	7
PLC00009347	11/23/2016	Mobile	A	1	1	9
PLC00004033	3/1/2014	Mobile	A	0	0	15
PLC00009886	1/24/2011	Motor	A	1	1	1
PLC00007937	4/17/2012	Property	A	1	1	3
PLC00001188	8/9/2013	Motor	A	1	1	18
PLC00000833	8/1/2011	Life	A	1	1	21
PLC00000640	5/21/2015	Travel	A	1	1	22
PLC00007850	3/3/2013	Property	D	1	0	22
PLC00005502	11/23/2014	Health	A	1	0	23
PLC00009163	4/7/2013	Health	A	1	0	17
PLC00009142	7/27/2013	Health	A	1	1	10
PLC00008219	10/4/2011	Motor	A	0	1	18
PLC00007873	5/4/2013	Property	A	0	1	11
PLC00001306	11/3/2012	Mobile	A	0	1	12
