fact_table_natural_key,accm_txn_complete_time
TXN00005528,2022-05-08 01:08:19
TXN00005529,2022-05-08 08:35:32
TXN00005530,2022-05-08 23:06:02
TXN00005531,2022-05-08 14:26:39
TXN00005532,2022-05-08 01:07:32
TXN00005533,2022-05-08 20:03:29
TXN00005534,2022-05-08 02:23:10
TXN00005535,2022-05-08 05:34:51
TXN00005536,2022-05-08 11:50:22
TXN00005537,2022-05-08 11:02:34
TXN00005538,2022-05-08 01:52:59
TXN00005539,2022-05-08 12:57:21
TXN00005540,2022-05-08 03:05:47
TXN00005541,2022-05-08 09:48:20
TXN00005542,2022-05-08 21:15:57
TXN00005543,2022-05-08 11:17:12
TXN00005544,2022-05-08 05:05:26
TXN00005545,2022-05-08 08:26:53
TXN00005546,2022-05-08 14:48:00
TXN00005547,2022-05-08 05:21:21
TXN00005548,2022-05-08 09:05:03
TXN00005549,2022-05-08 15:58:55
TXN00005550,2022-05-08 14:58:57
TXN00005551,2022-05-08 17:03:57
TXN00005552,2022-05-08 16:20:16
TXN00005553,2022-05-08 05:47:58
TXN00005554,2022-05-08 18:48:30
TXN00005555,2022-05-08 07:47:06
TXN00005556,2022-05-08 21:59:55
TXN00005557,2022-05-08 18:56:02
TXN00005558,2022-05-08 01:44:46
TXN00005559,2022-05-08 09:01:41
TXN00005560,2022-05-08 07:22:18
TXN00005561,2022-05-08 07:29:57
TXN00005562,2022-05-08 21:21:42
TXN00005563,2022-05-08 23:57:39
TXN00005564,2022-05-08 15:19:18
TXN00005565,2022-05-08 09:20:30
TXN00005566,2022-05-08 12:15:48
TXN00005567,2022-05-08 04:23:23
TXN00005568,2022-05-08 09:41:34
TXN00005569,2022-05-08 10:36:17
TXN00005570,2022-05-08 13:21:07
TXN00005571,2022-05-08 01:17:31
TXN00005572,2022-05-08 23:04:20
TXN00005573,2022-05-08 10:23:02
TXN00005574,2022-05-08 09:16:48
TXN00005575,2022-05-08 18:02:30
TXN00005576,2022-05-08 03:39:37
TXN00005577,2022-05-08 07:33:19
TXN00005578,2022-05-08 03:18:16
TXN00005579,2022-05-08 06:43:51
TXN00005580,2022-05-08 03:06:55
TXN00005581,2022-05-08 14:25:06
TXN00005582,2022-05-08 04:45:09
TXN00005583,2022-05-08 07:55:47
TXN00005584,2022-05-08 13:44:27
TXN00005585,2022-05-08 11:08:41
TXN00005586,2022-05-08 09:40:56
TXN00005587,2022-05-08 15:03:52
TXN00005588,2022-05-08 05:52:57
TXN00005589,2022-05-08 15:19:05
TXN00005590,2022-05-08 20:35:07
TXN00005591,2022-05-08 09:17:41
TXN00005592,2022-05-08 22:16:27
TXN00005593,2022-05-08 02:28:46
TXN00005594,2022-05-08 08:50:34
TXN00005595,2022-05-08 02:05:08
TXN00005596,2022-05-08 17:50:06
TXN00005597,2022-05-08 22:43:36
TXN00005598,2022-05-08 22:40:26
TXN00005599,2022-05-08 22:07:58
TXN00005600,2022-05-08 13:38:43
TXN00005601,2022-05-08 23:46:26
TXN00005602,2022-05-08 01:11:12
TXN00005603,2022-05-08 11:26:48
TXN00005604,2022-05-08 07:28:13
TXN00005605,2022-05-08 01:39:58
TXN00005606,2022-05-08 19:56:15
TXN00005607,2022-05-08 22:22:52
TXN00005608,2022-05-08 09:40:04
TXN00005609,2022-05-08 05:44:24
TXN00005610,2022-05-08 08:25:18
TXN00005611,2022-05-08 21:08:47
TXN00005612,2022-05-08 11:18:22
TXN00005613,2022-05-08 09:44:47
TXN00005614,2022-05-08 20:51:09
TXN00005615,2022-05-08 02:02:33
TXN00005616,2022-05-08 05:51:55
TXN00005617,2022-05-08 05:56:42
TXN00005618,2022-05-08 23:11:13
TXN00005619,2022-05-08 12:39:31
TXN00005620,2022-05-08 13:06:48
TXN00005621,2022-05-08 18:41:55
TXN00005622,2022-05-08 20:13:19
TXN00005623,2022-05-08 09:27:35
TXN00005624,2022-05-08 09:26:15
TXN00005625,2022-05-08 10:00:31
TXN00005626,2022-05-08 14:08:18
TXN00005627,2022-05-08 15:21:51
TXN00005628,2022-05-08 05:26:12
TXN00005629,2022-05-08 18:35:49
TXN00005630,2022-05-08 07:12:12
TXN00005631,2022-05-08 05:05:30
TXN00005632,2022-05-08 13:36:35
TXN00005633,2022-05-08 08:38:21
TXN00005634,2022-05-08 20:18:20
TXN00005635,2022-05-08 19:04:14
TXN00005636,2022-05-08 04:19:24
TXN00005637,2022-05-08 08:57:34
TXN00005638,2022-05-08 11:23:54
TXN00005639,2022-05-08 19:09:41
TXN00005640,2022-05-08 11:10:53
TXN00005641,2022-05-08 20:15:57
TXN00005642,2022-05-08 12:42:13
TXN00005643,2022-05-08 22:58:28
TXN00005644,2022-05-08 19:04:20
TXN00005645,2022-05-08 22:56:01
TXN00005646,2022-05-08 06:28:39
TXN00005647,2022-05-08 02:03:52
TXN00005648,2022-05-08 09:22:59
TXN00005649,2022-05-08 07:37:41
TXN00005650,2022-05-08 13:15:04
TXN00005651,2022-05-08 11:45:31
TXN00005652,2022-05-08 16:26:51
TXN00005653,2022-05-08 15:58:53
TXN00005654,2022-05-08 04:25:09
TXN00005655,2022-05-08 08:06:50
TXN00005656,2022-05-08 09:44:33
TXN00005657,2022-05-08 08:14:34
TXN00005658,2022-05-08 18:58:53
TXN00005659,2022-05-08 02:45:56
TXN00005660,2022-05-08 20:39:27
TXN00005661,2022-05-08 14:33:06
TXN00005662,2022-05-08 03:07:30
TXN00005663,2022-05-08 02:54:20
TXN00005664,2022-05-08 19:57:42
TXN00005665,2022-05-08 23:24:17
TXN00005666,2022-05-08 17:50:24
TXN00005667,2022-05-08 21:55:39
TXN00005668,2022-05-08 02:00:07
TXN00005669,2022-05-08 18:39:47
TXN00005670,2022-05-08 18:40:00
TXN00005671,2022-05-08 11:40:49
TXN00005672,2022-05-08 19:41:50
TXN00005673,2022-05-08 10:10:25
TXN00005674,2022-05-08 09:32:05
TXN00005675,2022-05-08 11:56:50
TXN00005676,2022-05-08 04:12:35
TXN00005677,2022-05-08 04:28:58
TXN00005678,2022-05-08 20:47:38
TXN00005679,2022-05-08 10:07:17
TXN00005680,2022-05-08 18:35:23
TXN00005681,2022-05-08 06:13:21
TXN00005682,2022-05-08 07:21:45
TXN00005683,2022-05-08 11:04:21
TXN00005684,2022-05-08 03:56:32
TXN00005685,2022-05-08 07:24:26
TXN00005686,2022-05-08 14:41:18
TXN00005687,2022-05-08 12:31:10
TXN00005688,2022-05-08 17:26:57
TXN00005689,2022-05-08 15:08:48
TXN00005690,2022-05-08 19:05:45
TXN00005691,2022-05-08 04:51:06
TXN00005692,2022-05-08 10:34:23
TXN00005693,2022-05-08 16:33:06
TXN00005694,2022-05-08 06:04:31
TXN00005695,2022-05-08 18:14:52
TXN00005696,2022-05-08 04:42:59
TXN00005697,2022-05-08 09:29:10
TXN00005698,2022-05-08 17:08:51
TXN00005699,2022-05-08 03:14:16
TXN00005700,2022-05-08 15:59:12
TXN00005701,2022-05-08 06:33:48
TXN00005702,2022-05-08 13:33:18
TXN00005703,2022-05-08 18:26:59
TXN00005704,2022-05-08 22:34:01
TXN00005705,2022-05-08 04:18:50
TXN00005706,2022-05-08 22:59:55
TXN00005707,2022-05-08 09:42:15
TXN00005708,2022-05-08 09:54:12
TXN00005709,2022-05-08 06:12:08
TXN00005710,2022-05-08 07:45:47
TXN00005711,2022-05-08 03:30:57
TXN00005712,2022-05-08 20:05:04
TXN00005713,2022-05-08 23:15:21
TXN00005714,2022-05-08 12:21:02
TXN00005715,2022-05-08 06:31:40
TXN00005716,2022-05-08 01:40:49
TXN00005717,2022-05-08 01:48:11
TXN00005718,2022-05-08 06:34:04
TXN00005719,2022-05-08 16:33:24
TXN00005720,2022-05-08 16:33:23
TXN00005721,2022-05-08 15:24:26
TXN00005722,2022-05-08 20:08:21
TXN00005723,2022-05-08 11:13:00
TXN00005724,2022-05-08 19:51:57
TXN00005725,2022-05-08 01:19:29
TXN00005726,2022-05-08 13:30:07
TXN00005727,2022-05-08 12:45:05
TXN00005728,2022-05-08 14:59:33
TXN00005729,2022-05-08 08:48:26
TXN00005730,2022-05-08 05:57:49
TXN00005731,2022-05-08 21:35:13
TXN00005732,2022-05-08 07:32:27
TXN00005733,2022-05-08 01:27:12
TXN00005734,2022-05-08 08:27:54
TXN00005735,2022-05-08 00:42:14
TXN00005736,2022-05-08 06:52:03
TXN00005737,2022-05-08 00:41:47
TXN00005738,2022-05-08 17:04:42
TXN00005739,2022-05-08 07:21:52
TXN00005740,2022-05-08 01:28:30
TXN00005741,2022-05-08 03:21:42
TXN00005742,2022-05-08 10:14:12
TXN00005743,2022-05-08 16:01:46
TXN00005744,2022-05-08 05:45:17
TXN00005745,2022-05-08 22:10:31
TXN00005746,2022-05-08 01:36:43
TXN00005747,2022-05-08 12:17:10
TXN00005748,2022-05-08 11:34:53
TXN00005749,2022-05-08 23:10:49
TXN00005750,2022-05-08 02:06:24
TXN00005751,2022-05-08 10:30:09
TXN00005752,2022-05-08 20:18:30
TXN00005753,2022-05-08 01:28:47
TXN00005754,2022-05-08 05:37:05
TXN00005755,2022-05-08 13:34:02
TXN00005756,2022-05-08 00:17:45
TXN00005757,2022-05-08 22:05:31
TXN00005758,2022-05-08 18:18:11
TXN00005759,2022-05-08 20:35:09
TXN00005760,2022-05-08 14:09:05
TXN00005761,2022-05-08 00:49:46
TXN00005762,2022-05-08 08:58:45
TXN00005763,2022-05-08 16:56:01
TXN00005764,2022-05-08 05:39:20
TXN00005765,2022-05-08 12:44:58
TXN00005766,2022-05-08 05:33:01
TXN00005767,2022-05-08 04:36:44
TXN00005768,2022-05-08 10:16:50
TXN00005769,2022-05-08 11:02:57
TXN00005770,2022-05-08 13:35:46
TXN00005771,2022-05-08 11:12:41
TXN00005772,2022-05-08 18:45:49
TXN00005773,2022-05-08 03:45:26
TXN00005774,2022-05-08 21:00:50
TXN00005775,2022-05-08 02:11:08
TXN00005776,2022-05-08 00:13:35
TXN00005777,2022-05-08 17:53:14
TXN00005778,2022-05-08 13:16:54
TXN00005779,2022-05-08 18:30:40
TXN00005780,2022-05-08 01:32:44
TXN00005781,2022-05-08 05:45:26
TXN00005782,2022-05-08 05:07:05
TXN00005783,2022-05-08 08:30:32
TXN00005784,2022-05-08 03:12:15
TXN00005785,2022-05-08 10:05:40
TXN00005786,2022-05-08 03:34:10
TXN00005787,2022-05-08 06:56:48
TXN00005788,2022-05-08 11:34:38
TXN00005789,2022-05-08 17:59:30
TXN00005790,2022-05-08 23:54:42
TXN00005791,2022-05-08 01:41:35
TXN00005792,2022-05-08 21:42:06
TXN00005793,2022-05-08 18:34:29
TXN00005794,2022-05-08 23:05:33
TXN00005795,2022-05-08 22:36:31
TXN00005796,2022-05-08 17:57:18
TXN00005797,2022-05-08 15:37:01
TXN00005798,2022-05-08 16:51:08
TXN00005799,2022-05-08 12:41:11
TXN00005800,2022-05-08 20:32:06
TXN00005801,2022-05-08 17:50:55
TXN00005802,2022-05-08 18:30:24
TXN00005803,2022-05-08 19:31:34
TXN00005804,2022-05-08 14:19:53
TXN00005805,2022-05-08 19:56:28
TXN00005806,2022-05-08 08:15:49
TXN00005807,2022-05-08 06:19:25
TXN00005808,2022-05-08 15:52:55
TXN00005809,2022-05-08 01:12:32
TXN00005810,2022-05-08 03:13:10
TXN00005811,2022-05-08 07:46:35
TXN00005812,2022-05-08 07:11:01
TXN00005813,2022-05-08 03:52:57
TXN00005814,2022-05-08 03:18:22
TXN00005815,2022-05-08 04:09:27
TXN00005816,2022-05-08 19:00:55
TXN00005817,2022-05-08 20:17:06
TXN00005818,2022-05-08 03:33:31
TXN00005819,2022-05-08 06:49:48
TXN00005820,2022-05-08 06:26:47
TXN00005821,2022-05-08 17:07:30
TXN00005822,2022-05-08 11:23:54
TXN00005823,2022-05-08 07:37:38
TXN00005824,2022-05-08 22:58:46
TXN00005825,2022-05-08 15:35:19
TXN00005826,2022-05-08 05:23:17
TXN00005827,2022-05-08 15:14:16
TXN00005828,2022-05-08 12:01:59
TXN00005829,2022-05-08 19:46:34
TXN00005830,2022-05-08 14:23:32
TXN00005831,2022-05-08 17:57:57
TXN00005832,2022-05-08 09:30:30
TXN00005833,2022-05-08 06:43:14
TXN00005834,2022-05-08 18:55:56
TXN00005835,2022-05-08 15:36:08
TXN00005836,2022-05-08 10:42:59
TXN00005837,2022-05-08 07:49:19
TXN00005838,2022-05-08 10:02:14
TXN00005839,2022-05-08 09:34:10
TXN00005840,2022-05-08 23:10:12
TXN00005841,2022-05-08 23:12:24
TXN00005842,2022-05-08 02:26:40
TXN00005843,2022-05-08 18:53:14
TXN00005844,2022-05-08 10:15:52
TXN00005845,2022-05-08 07:22:47
TXN00005846,2022-05-08 18:06:41
TXN00005847,2022-05-08 01:05:31
TXN00005848,2022-05-08 18:24:40
TXN00005849,2022-05-08 18:46:55
TXN00005850,2022-05-08 13:47:17
TXN00005851,2022-05-08 07:47:22
TXN00005852,2022-05-08 03:29:31
TXN00005853,2022-05-08 00:07:09
TXN00005854,2022-05-08 19:52:40
TXN00005855,2022-05-08 02:44:44
TXN00005856,2022-05-08 03:11:44
TXN00005857,2022-05-08 04:25:44
TXN00005858,2022-05-08 20:41:21
TXN00005859,2022-05-08 06:03:09
TXN00005860,2022-05-08 19:57:15
TXN00005861,2022-05-08 13:19:02
TXN00005862,2022-05-08 14:53:06
TXN00005863,2022-05-08 17:48:28
TXN00005864,2022-05-08 09:56:11
TXN00005865,2022-05-08 08:12:23
TXN00005866,2022-05-08 22:47:28
TXN00005867,2022-05-08 16:11:23
TXN00005868,2022-05-08 07:12:08
TXN00005869,2022-05-08 04:40:11
TXN00005870,2022-05-08 14:07:49
TXN00005871,2022-05-08 12:12:57
TXN00005872,2022-05-08 19:01:03
TXN00005873,2022-05-08 11:54:24
TXN00005874,2022-05-08 03:50:09
TXN00005875,2022-05-08 03:02:30
TXN00005876,2022-05-08 19:03:46
TXN00005877,2022-05-08 08:25:44
TXN00005878,2022-05-08 22:21:58
TXN00005879,2022-05-08 01:11:31
TXN00005880,2022-05-08 03:07:26
TXN00005881,2022-05-08 15:10:12
TXN00005882,2022-05-08 04:02:40
TXN00005883,2022-05-08 17:15:57
TXN00005884,2022-05-08 03:51:01
TXN00005885,2022-05-08 22:39:18
TXN00005886,2022-05-08 03:54:08
TXN00005887,2022-05-08 23:01:15
TXN00005888,2022-05-08 10:38:59
TXN00005889,2022-05-08 12:44:32
TXN00005890,2022-05-08 06:38:07
TXN00005891,2022-05-08 10:10:18
TXN00005892,2022-05-08 07:08:29
TXN00005893,2022-05-08 02:22:46
TXN00005894,2022-05-08 18:46:53
TXN00005895,2022-05-08 18:01:29
TXN00005896,2022-05-08 03:48:39
TXN00005897,2022-05-08 12:52:16
TXN00005898,2022-05-08 11:14:43
TXN00005899,2022-05-08 16:35:43
TXN00005900,2022-05-08 10:17:31
TXN00005901,2022-05-08 04:52:30
TXN00005902,2022-05-08 13:54:01
TXN00005903,2022-05-08 05:51:26
TXN00005904,2022-05-08 04:47:22
TXN00005905,2022-05-08 00:52:09
TXN00005906,2022-05-08 19:35:12
TXN00005907,2022-05-08 10:50:32
TXN00005908,2022-05-08 21:30:33
TXN00005909,2022-05-08 08:03:44
TXN00005910,2022-05-08 09:22:24
TXN00005911,2022-05-08 09:56:32
TXN00005912,2022-05-08 08:24:51
TXN00005913,2022-05-08 12:15:09
TXN00005914,2022-05-08 06:52:05
TXN00005915,2022-05-08 18:09:03
TXN00005916,2022-05-08 15:25:52
TXN00005917,2022-05-08 00:31:29
TXN00005918,2022-05-08 13:54:55
TXN00005919,2022-05-08 22:10:30
TXN00005920,2022-05-08 19:18:18
TXN00005921,2022-05-08 07:53:36
TXN00005922,2022-05-08 07:47:53
TXN00005923,2022-05-08 13:22:58
TXN00005924,2022-05-08 09:37:44
TXN00005925,2022-05-08 22:42:30
TXN00005926,2022-05-08 23:53:22
TXN00005927,2022-05-08 22:34:51
TXN00005928,2022-05-08 04:40:33
TXN00005929,2022-05-08 02:55:16
TXN00005930,2022-05-08 07:35:01
TXN00005931,2022-05-08 14:38:07
TXN00005932,2022-05-08 08:57:20
TXN00005933,2022-05-08 06:58:02
TXN00005934,2022-05-08 22:26:53
TXN00005935,2022-05-08 15:43:07
TXN00005936,2022-05-08 02:40:49
TXN00005937,2022-05-08 02:01:31
TXN00005938,2022-05-08 01:39:12
TXN00005939,2022-05-08 20:42:23
TXN00005940,2022-05-08 14:52:24
TXN00005941,2022-05-08 05:43:20
TXN00005942,2022-05-08 19:59:52
TXN00005943,2022-05-08 21:00:47
TXN00005944,2022-05-08 00:46:22
TXN00005945,2022-05-08 05:27:44
TXN00005946,2022-05-08 05:38:49
TXN00005947,2022-05-08 23:32:39
TXN00005948,2022-05-08 03:15:32
TXN00005949,2022-05-08 21:19:22
TXN00005950,2022-05-08 01:27:05
TXN00005951,2022-05-08 16:01:51
TXN00005952,2022-05-08 07:36:29
TXN00005953,2022-05-08 08:11:46
TXN00005954,2022-05-08 04:44:28
TXN00005955,2022-05-08 04:39:04
TXN00005956,2022-05-08 22:22:28
TXN00005957,2022-05-08 23:46:41
TXN00005958,2022-05-08 12:29:27
TXN00005959,2022-05-08 20:50:11
TXN00005960,2022-05-08 21:21:45
TXN00005961,2022-05-08 21:47:19
TXN00005962,2022-05-08 08:13:16
TXN00005963,2022-05-08 10:20:29
TXN00005964,2022-05-08 08:37:44
TXN00005965,2022-05-08 14:55:47
TXN00005966,2022-05-08 19:59:24
TXN00005967,2022-05-08 03:36:22
TXN00005968,2022-05-08 16:47:43
TXN00005969,2022-05-08 00:05:33
TXN00005970,2022-05-08 08:10:34
TXN00005971,2022-05-08 14:32:58
TXN00005972,2022-05-08 23:12:24
TXN00005973,2022-05-08 14:40:45
TXN00005974,2022-05-08 13:20:21
TXN00005975,2022-05-08 00:25:12
TXN00005976,2022-05-08 15:44:26
TXN00005977,2022-05-08 13:53:24
TXN00005978,2022-05-08 19:18:31
TXN00005979,2022-05-08 09:24:38
TXN00005980,2022-05-08 11:45:14
TXN00005981,2022-05-08 02:37:59
TXN00005982,2022-05-08 00:20:25
TXN00005983,2022-05-08 01:50:13
TXN00005984,2022-05-08 19:29:00
TXN00005985,2022-05-08 01:39:19
TXN00005986,2022-05-08 19:23:13
TXN00005987,2022-05-08 15:54:34
TXN00005988,2022-05-08 10:24:18
TXN00005989,2022-05-08 01:53:46
TXN00005990,2022-05-08 06:48:39
TXN00005991,2022-05-08 00:49:04
TXN00005992,2022-05-08 14:44:35
TXN00005993,2022-05-08 07:56:19
TXN00005994,2022-05-08 20:49:54
TXN00005995,2022-05-08 14:52:17
TXN00005996,2022-05-08 23:27:10
TXN00005997,2022-05-08 23:27:51
TXN00005998,2022-05-08 15:00:44
TXN00005999,2022-05-08 10:17:01
TXN00006000,2022-05-08 06:07:37
TXN00006001,2022-05-08 12:51:44
TXN00006002,2022-05-08 19:59:30
TXN00006003,2022-05-08 07:44:22
TXN00006004,2022-05-08 03:00:09
TXN00006005,2022-05-08 13:00:05
TXN00006006,2022-05-08 07:30:01
TXN00006007,2022-05-08 18:27:44
TXN00006008,2022-05-08 01:58:27
TXN00006009,2022-05-08 20:39:56
TXN00006010,2022-05-08 15:25:02
TXN00006011,2022-05-08 16:20:48
TXN00006012,2022-05-08 09:20:55
TXN00006013,2022-05-08 07:53:55
TXN00006014,2022-05-08 12:31:39
TXN00006015,2022-05-08 20:38:54
TXN00006016,2022-05-08 13:05:21
TXN00006017,2022-05-08 18:55:01
TXN00006018,2022-05-08 16:55:44
TXN00006019,2022-05-08 15:59:21
TXN00006020,2022-05-08 00:50:35
TXN00006021,2022-05-08 11:48:06
TXN00006022,2022-05-08 18:04:15
TXN00006023,2022-05-08 14:41:04
TXN00006024,2022-05-08 20:57:57
TXN00006025,2022-05-08 07:05:21
TXN00006026,2022-05-08 15:00:34
TXN00006027,2022-05-08 13:30:06
TXN00006028,2022-05-08 19:22:59
TXN00006029,2022-05-08 03:56:54
TXN00006030,2022-05-08 00:29:05
TXN00006031,2022-05-08 11:46:36
TXN00006032,2022-05-08 07:23:11
TXN00006033,2022-05-08 13:45:04
TXN00006034,2022-05-08 11:14:24
TXN00006035,2022-05-08 15:14:55
TXN00006036,2022-05-08 00:34:01
TXN00006037,2022-05-08 12:22:03
TXN00006038,2022-05-08 02:21:06
TXN00006039,2022-05-08 15:10:47
TXN00006040,2022-05-08 10:43:44
TXN00006041,2022-05-08 18:35:29
TXN00006042,2022-05-08 00:42:25
TXN00006043,2022-05-08 14:30:45
TXN00006044,2022-05-08 06:37:07
TXN00006045,2022-05-08 09:47:31
TXN00006046,2022-05-08 19:23:41
TXN00006047,2022-05-08 19:02:04
TXN00006048,2022-05-08 21:01:19
TXN00006049,2022-05-08 10:36:12
TXN00006050,2022-05-08 13:08:58
TXN00006051,2022-05-08 19:27:26
TXN00006052,2022-05-08 01:03:52
TXN00006053,2022-05-08 08:02:39
TXN00006054,2022-05-08 16:42:18
TXN00006055,2022-05-08 18:45:49
TXN00006056,2022-05-08 09:02:19
TXN00006057,2022-05-08 02:44:34
TXN00006058,2022-05-08 01:17:36
TXN00006059,2022-05-08 23:30:53
TXN00006060,2022-05-08 18:23:14
TXN00006061,2022-05-08 17:29:08
TXN00006062,2022-05-08 23:27:20
TXN00006063,2022-05-08 12:32:05
TXN00006064,2022-05-08 05:59:54
TXN00006065,2022-05-08 21:06:56
TXN00006066,2022-05-08 05:47:51
TXN00006067,2022-05-08 10:21:02
TXN00006068,2022-05-08 12:24:13
TXN00006069,2022-05-08 08:34:27
TXN00006070,2022-05-08 23:22:10
TXN00006071,2022-05-08 22:37:45
TXN00006072,2022-05-08 07:59:50
TXN00006073,2022-05-08 01:26:39
TXN00006074,2022-05-08 12:01:55
TXN00006075,2022-05-08 10:31:10
TXN00006076,2022-05-08 08:21:50
TXN00006077,2022-05-08 12:36:45
TXN00006078,2022-05-08 16:37:34
TXN00006079,2022-05-08 01:36:55
TXN00006080,2022-05-08 23:10:02
TXN00006081,2022-05-08 06:48:06
TXN00006082,2022-05-08 05:02:31
TXN00006083,2022-05-08 14:24:05
TXN00006084,2022-05-08 00:04:41
TXN00006085,2022-05-08 15:56:52
TXN00006086,2022-05-08 08:31:39
TXN00006087,2022-05-08 07:25:17
TXN00006088,2022-05-08 20:34:20
TXN00006089,2022-05-08 14:41:48
TXN00006090,2022-05-08 08:08:02
TXN00006091,2022-05-08 22:34:49
TXN00006092,2022-05-08 05:03:13
TXN00006093,2022-05-08 21:18:21
TXN00006094,2022-05-08 09:14:34
TXN00006095,2022-05-08 01:57:54
TXN00006096,2022-05-08 05:50:44
TXN00006097,2022-05-08 23:48:40
TXN00006098,2022-05-08 03:07:35
TXN00006099,2022-05-08 01:16:33
TXN00006100,2022-05-08 10:26:49
TXN00006101,2022-05-08 18:36:48
TXN00006102,2022-05-08 13:51:57
TXN00006103,2022-05-08 08:02:03
TXN00006104,2022-05-08 18:43:15
TXN00006105,2022-05-08 12:07:07
TXN00006106,2022-05-08 22:46:22
TXN00006107,2022-05-08 01:05:47
TXN00006108,2022-05-08 20:56:30
TXN00006109,2022-05-08 07:25:23
TXN00006110,2022-05-08 09:13:12
TXN00006111,2022-05-08 20:11:01
TXN00006112,2022-05-08 01:22:04
TXN00006113,2022-05-08 18:16:37
TXN00006114,2022-05-08 21:22:49
TXN00006115,2022-05-08 20:41:40
TXN00006116,2022-05-08 00:35:02
TXN00006117,2022-05-08 07:22:49
TXN00006118,2022-05-08 15:45:59
TXN00006119,2022-05-08 01:38:37
TXN00006120,2022-05-08 15:06:24
TXN00006121,2022-05-08 18:55:53
TXN00006122,2022-05-08 10:53:58
TXN00006123,2022-05-08 22:58:51
TXN00006124,2022-05-08 09:49:08
TXN00006125,2022-05-08 04:51:58
TXN00006126,2022-05-08 19:55:01
TXN00006127,2022-05-08 05:08:01
TXN00006128,2022-05-08 06:35:30
TXN00006129,2022-05-08 15:57:10
TXN00006130,2022-05-08 21:09:07
TXN00006131,2022-05-08 15:50:35
TXN00006132,2022-05-08 21:44:54
TXN00006133,2022-05-08 17:44:18
TXN00006134,2022-05-08 05:38:39
TXN00006135,2022-05-08 18:27:55
TXN00006136,2022-05-08 14:48:49
TXN00006137,2022-05-08 14:20:39
TXN00006138,2022-05-08 07:02:38
TXN00006139,2022-05-08 20:35:14
TXN00006140,2022-05-08 06:56:43
TXN00006141,2022-05-08 09:43:26
TXN00006142,2022-05-08 18:45:54
TXN00006143,2022-05-08 23:51:38
TXN00006144,2022-05-08 00:44:04
TXN00006145,2022-05-08 13:25:40
TXN00006146,2022-05-08 01:57:24
TXN00006147,2022-05-08 08:05:18
TXN00006148,2022-05-08 11:16:57
TXN00006149,2022-05-08 17:34:32
TXN00006150,2022-05-08 05:12:01
TXN00006151,2022-05-08 12:53:30
TXN00006152,2022-05-08 05:17:57
TXN00006153,2022-05-08 01:32:48
TXN00006154,2022-05-08 19:57:49
TXN00006155,2022-05-08 11:12:00
TXN00006156,2022-05-08 23:17:34
TXN00006157,2022-05-08 03:36:53
TXN00006158,2022-05-08 03:30:10
TXN00006159,2022-05-08 18:17:38
TXN00006160,2022-05-08 22:30:44
TXN00006161,2022-05-08 14:44:24
TXN00006162,2022-05-08 11:09:18
TXN00006163,2022-05-08 11:46:20
TXN00006164,2022-05-08 08:37:24
TXN00006165,2022-05-08 16:27:00
TXN00006166,2022-05-08 03:08:57
TXN00006167,2022-05-08 01:17:45
TXN00006168,2022-05-08 04:22:18
TXN00006169,2022-05-08 00:11:20
TXN00006170,2022-05-08 02:43:13
TXN00006171,2022-05-08 11:31:24
TXN00006172,2022-05-08 09:24:13
TXN00006173,2022-05-08 10:54:03
TXN00006174,2022-05-08 11:52:57
TXN00006175,2022-05-08 15:27:18
TXN00006176,2022-05-08 12:08:17
TXN00006177,2022-05-08 01:32:29
TXN00006178,2022-05-08 20:42:17
TXN00006179,2022-05-08 11:27:42
TXN00006180,2022-05-08 02:57:15
TXN00006181,2022-05-08 02:44:29
TXN00006182,2022-05-08 14:15:45
TXN00006183,2022-05-08 17:36:52
TXN00006184,2022-05-08 23:22:34
TXN00006185,2022-05-08 22:15:38
TXN00006186,2022-05-08 03:32:26
TXN00006187,2022-05-08 15:00:53
TXN00006188,2022-05-08 13:33:29
TXN00006189,2022-05-08 07:42:14
TXN00006190,2022-05-08 12:59:35
TXN00006191,2022-05-08 07:16:05
TXN00006192,2022-05-08 13:35:03
TXN00006193,2022-05-08 02:07:20
TXN00006194,2022-05-08 10:27:44
TXN00006195,2022-05-08 08:06:59
TXN00006196,2022-05-08 00:53:34
TXN00006197,2022-05-08 14:54:42
TXN00006198,2022-05-08 02:46:35
TXN00006199,2022-05-08 21:11:58
TXN00006200,2022-05-08 13:13:34
TXN00006201,2022-05-08 06:21:28
TXN00006202,2022-05-08 03:02:29
TXN00006203,2022-05-08 11:58:48
TXN00006204,2022-05-08 22:29:55
TXN00006205,2022-05-08 18:09:26
TXN00006206,2022-05-08 05:03:53
TXN00006207,2022-05-08 06:13:41
TXN00006208,2022-05-08 22:19:23
TXN00006209,2022-05-08 10:47:15
TXN00006210,2022-05-08 04:58:00
TXN00006211,2022-05-08 01:41:21
TXN00006212,2022-05-08 20:03:02
TXN00006213,2022-05-08 23:42:00
TXN00006214,2022-05-08 11:09:22
TXN00006215,2022-05-08 03:52:19
TXN00006216,2022-05-08 00:13:35
TXN00006217,2022-05-08 21:03:28
TXN00006218,2022-05-08 15:13:22
TXN00006219,2022-05-08 15:14:24
TXN00006220,2022-05-08 05:15:29
TXN00006221,2022-05-08 22:15:15
TXN00006222,2022-05-08 17:11:03
TXN00006223,2022-05-08 14:10:17
TXN00006224,2022-05-08 02:38:00
TXN00006225,2022-05-08 21:03:07
