TRANSACTION_ID,TXN_DATE_TIME,LOSS_DT,REPORT_DT,PREMIUM_AMOUNT,CLAIM_AMOUNT,TENURE,AGENT_ID,VENDOR_ID,CUSTOMER_ID
TXN00003691,10/28/2020 0:00,10/8/2020,10/13/2020,122.61,28000,30,AGENT00282,VNDR00210,A00002938
TXN00003692,10/28/2020 0:00,10/17/2020,10/22/2020,157.86,6000,45,AGENT00033,VNDR00197,A00005060
TXN00003693,10/28/2020 0:00,10/23/2020,10/24/2020,198.91,9000,65,AGENT00027,VNDR00549,A00000482
TXN00003694,10/28/2020 0:00,10/24/2020,10/25/2020,10.53,300,7,AGENT00498,VNDR00539,A00003744
TXN00003695,10/28/2020 0:00,10/23/2020,10/24/2020,105.89,15000,68,AGENT00332,VNDR00078,A00007440
TXN00003696,10/28/2020 0:00,10/18/2020,10/21/2020,52.7,33000,91,AGENT00976,VNDR00033,A00003122
TXN00003697,10/28/2020 0:00,10/20/2020,10/23/2020,137.13,5000,59,AGENT00975,VNDR00083,A00004898
TXN00003698,10/28/2020 0:00,10/25/2020,10/25/2020,94.71,20000,119,AGENT00194,VNDR00266,A00002789
TXN00003699,10/28/2020 0:00,10/15/2020,10/20/2020,69.75,2000,100,AGENT00664,VNDR00197,A00000910
TXN00003700,10/28/2020 0:00,10/8/2020,10/13/2020,102.46,2000,8,AGENT00527,VNDR00499,A00007400
TXN00003701,10/28/2020 0:00,10/14/2020,10/19/2020,130.36,3000,73,AGENT00410,VNDR00538,A00008560
TXN00003702,10/29/2020 0:00,10/25/2020,10/26/2020,10.67,600,63,AGENT01079,VNDR00197,A00002612
TXN00003703,10/29/2020 0:00,10/17/2020,10/22/2020,131.69,39000,57,AGENT00448,VNDR00197,A00008719
TXN00003704,10/29/2020 0:00,10/22/2020,10/24/2020,90.99,38000,69,AGENT00597,VNDR00239,A00002358
TXN00003705,10/29/2020 0:00,10/22/2020,10/24/2020,90.49,3000,62,AGENT00924,VNDR00306,A00001804
TXN00003706,10/29/2020 0:00,10/20/2020,10/23/2020,97.5,72000,111,AGENT00007,VNDR00197,A00002464
TXN00003707,10/29/2020 0:00,10/12/2020,10/17/2020,130.49,10000,49,AGENT00635,VNDR00082,A00000387
TXN00003708,10/29/2020 0:00,10/21/2020,10/24/2020,11.98,100,39,AGENT00533,VNDR00197,A00008972
TXN00003709,10/29/2020 0:00,10/12/2020,10/17/2020,98.75,18000,52,AGENT00504,VNDR00486,A00001021
TXN00003710,10/29/2020 0:00,10/11/2020,10/16/2020,94.15,43000,34,AGENT00041,VNDR00449,A00006072
TXN00003711,10/29/2020 0:00,10/24/2020,10/25/2020,60.31,85000,91,AGENT00181,VNDR00222,A00009773
TXN00003712,10/29/2020 0:00,10/10/2020,10/15/2020,138.51,1000,103,AGENT00731,VNDR00508,A00007656
TXN00003713,10/29/2020 0:00,10/12/2020,10/17/2020,7.6,500,39,AGENT00549,VNDR00468,A00004437
TXN00003714,10/29/2020 0:00,10/24/2020,10/25/2020,81.58,4000,75,AGENT00089,VNDR00197,A00001996
TXN00003715,10/29/2020 0:00,10/13/2020,10/18/2020,129.18,2000,37,AGENT00758,VNDR00517,A00003601
TXN00003716,10/29/2020 0:00,10/25/2020,10/26/2020,79.37,3000,107,AGENT00455,VNDR00268,A00001768
TXN00003717,10/29/2020 0:00,10/27/2020,10/27/2020,109.96,30000,91,AGENT00472,VNDR00175,A00008258
TXN00003718,10/29/2020 0:00,10/20/2020,10/23/2020,157.33,2000,84,AGENT01008,VNDR00451,A00002248
TXN00003719,10/29/2020 0:00,10/23/2020,10/25/2020,58.28,1000,111,AGENT00218,VNDR00296,A00002677
TXN00003720,10/29/2020 0:00,10/24/2020,10/25/2020,116.14,2000,100,AGENT00520,VNDR00303,A00002355
TXN00003721,10/29/2020 0:00,10/26/2020,10/26/2020,113.73,7000,56,AGENT00069,VNDR00197,A00005529
TXN00003722,10/29/2020 0:00,10/18/2020,10/23/2020,83.15,13000,19,AGENT00203,VNDR00417,A00001962
TXN00003723,10/29/2020 0:00,10/22/2020,10/24/2020,50.37,2000,111,AGENT00626,VNDR00557,A00009371
TXN00003724,10/30/2020 0:00,10/29/2020,10/29/2020,138.39,22000,30,AGENT00824,VNDR00197,A00005773
TXN00003725,10/30/2020 0:00,10/18/2020,10/23/2020,179.81,4000,34,AGENT00301,VNDR00197,A00007060
TXN00003726,10/30/2020 0:00,10/21/2020,10/24/2020,83.54,21000,23,AGENT00151,VNDR00197,A00003945
TXN00003727,10/30/2020 0:00,10/13/2020,10/18/2020,128.18,11000,110,AGENT00401,VNDR00197,A00007657
TXN00003728,10/30/2020 0:00,10/26/2020,10/27/2020,6.92,500,93,AGENT00360,VNDR00454,A00008247
TXN00003729,10/30/2020 0:00,10/17/2020,10/22/2020,119.95,8000,85,AGENT01134,VNDR00433,A00008987
TXN00003730,10/30/2020 0:00,10/27/2020,10/27/2020,109.19,10000,33,AGENT00212,VNDR00197,A00003008
TXN00003731,10/30/2020 0:00,10/22/2020,10/25/2020,11.07,700,15,AGENT00643,VNDR00197,A00002986
TXN00003732,10/30/2020 0:00,10/10/2020,10/15/2020,91.32,71000,29,AGENT00978,VNDR00243,A00008528
TXN00003733,10/30/2020 0:00,10/15/2020,10/20/2020,64.26,5000,90,AGENT00451,VNDR00099,A00008788
TXN00003734,10/30/2020 0:00,10/26/2020,10/27/2020,81.93,53000,105,AGENT00118,VNDR00033,A00005939
TXN00003735,10/30/2020 0:00,10/18/2020,10/23/2020,120.12,10000,89,AGENT01111,VNDR00329,A00009079
TXN00003736,10/30/2020 0:00,10/24/2020,10/26/2020,6.28,700,36,AGENT00947,VNDR00570,A00004569
TXN00003737,10/30/2020 0:00,10/22/2020,10/25/2020,176.03,17000,81,AGENT00241,VNDR00197,A00000935
TXN00003738,10/30/2020 0:00,10/22/2020,10/25/2020,123.94,1000,20,AGENT01190,VNDR00197,A00001515
TXN00003739,10/30/2020 0:00,10/22/2020,10/25/2020,84.81,3000,108,AGENT00196,VNDR00197,A00008312
TXN00003740,10/30/2020 0:00,10/11/2020,10/16/2020,113.35,34000,111,AGENT00719,VNDR00348,A00001402
TXN00003741,10/30/2020 0:00,10/16/2020,10/21/2020,10.72,700,68,AGENT00828,VNDR00197,A00005608
TXN00003742,10/30/2020 0:00,10/27/2020,10/27/2020,94.35,26000,99,AGENT00072,VNDR00197,A00003378
TXN00003743,10/30/2020 0:00,10/25/2020,10/26/2020,6.55,300,73,AGENT00442,VNDR00197,A00007052
TXN00003744,10/30/2020 0:00,10/13/2020,10/18/2020,124.03,1000,115,AGENT00360,VNDR00197,A00008995
TXN00003745,10/30/2020 0:00,10/25/2020,10/26/2020,86.48,1000,81,AGENT01116,VNDR00197,A00002932
TXN00003746,10/30/2020 0:00,10/11/2020,10/16/2020,198.14,7000,118,AGENT00106,VNDR00094,A00009426
TXN00003747,10/30/2020 0:00,10/16/2020,10/21/2020,68.4,15000,94,AGENT00619,VNDR00249,A00005428
TXN00003748,10/30/2020 0:00,10/26/2020,10/27/2020,9.98,100,112,AGENT00356,VNDR00233,A00000636
TXN00003749,10/30/2020 0:00,10/25/2020,10/26/2020,84.92,10000,65,AGENT00650,VNDR00197,A00009313
TXN00003750,10/30/2020 0:00,10/12/2020,10/17/2020,103.22,24000,43,AGENT00953,VNDR00498,A00000075
TXN00003751,10/30/2020 0:00,10/26/2020,10/27/2020,122.03,14000,26,AGENT00892,VNDR00197,A00007110
TXN00003752,10/31/2020 0:00,10/26/2020,10/27/2020,7.45,200,33,AGENT00975,VNDR00415,A00002317
TXN00003753,10/31/2020 0:00,10/24/2020,10/26/2020,107.01,6000,72,AGENT01072,VNDR00197,A00003746
TXN00003754,10/31/2020 0:00,10/14/2020,10/19/2020,57.7,75000,57,AGENT00158,VNDR00197,A00000744
TXN00003755,10/31/2020 0:00,10/26/2020,10/27/2020,95.58,2000,46,AGENT00321,VNDR00197,A00008641
TXN00003756,10/31/2020 0:00,10/19/2020,10/24/2020,106.64,36000,89,AGENT00039,VNDR00544,A00008624
TXN00003757,10/31/2020 0:00,10/30/2020,10/30/2020,78.74,3000,89,AGENT00826,VNDR00392,A00001764
TXN00003758,10/31/2020 0:00,10/29/2020,10/29/2020,112.05,17000,33,AGENT01069,VNDR00197,A00005409
TXN00003759,10/31/2020 0:00,10/15/2020,10/20/2020,62.65,2000,58,AGENT00408,VNDR00374,A00003986
TXN00003760,10/31/2020 0:00,10/18/2020,10/23/2020,105.71,11000,10,AGENT00369,VNDR00117,A00002853
TXN00003761,10/31/2020 0:00,10/20/2020,10/25/2020,87.72,5000,93,AGENT00254,VNDR00494,A00000061
TXN00003762,10/31/2020 0:00,10/12/2020,10/17/2020,133.04,17000,59,AGENT00025,VNDR00197,A00004363
TXN00003763,10/31/2020 0:00,10/11/2020,10/16/2020,67.87,86000,11,AGENT00895,VNDR00296,A00004314
TXN00003764,10/31/2020 0:00,10/11/2020,10/16/2020,96.03,1000,101,AGENT01017,VNDR00197,A00008632
TXN00003765,10/31/2020 0:00,10/16/2020,10/21/2020,106.31,30000,15,AGENT00270,VNDR00197,A00001949
TXN00003766,10/31/2020 0:00,10/12/2020,10/17/2020,77.37,4000,55,AGENT00554,VNDR00332,A00000569
TXN00003767,10/31/2020 0:00,10/26/2020,10/27/2020,85.83,19000,72,AGENT00121,VNDR00401,A00001981
TXN00003768,10/31/2020 0:00,10/17/2020,10/22/2020,91.44,62000,91,AGENT00615,VNDR00215,A00003566
TXN00003769,10/31/2020 0:00,10/29/2020,10/29/2020,53.45,3000,97,AGENT00602,VNDR00355,A00009890
TXN00003770,10/31/2020 0:00,10/27/2020,10/28/2020,194.05,3000,49,AGENT00050,VNDR00040,A00009844
TXN00003771,11/1/2020 0:00,10/16/2020,10/21/2020,7.93,400,75,AGENT00394,VNDR00197,A00009567
TXN00003772,11/1/2020 0:00,10/23/2020,10/26/2020,9.3,500,105,AGENT01164,VNDR00197,A00002303
TXN00003773,11/1/2020 0:00,10/26/2020,10/28/2020,157.33,20000,54,AGENT00471,VNDR00364,A00007787
TXN00003774,11/1/2020 0:00,10/13/2020,10/18/2020,133.05,15000,87,AGENT00830,VNDR00248,A00001279
TXN00003775,11/1/2020 0:00,10/18/2020,10/23/2020,97.1,18000,49,AGENT01104,VNDR00273,A00000537
TXN00003776,11/1/2020 0:00,10/25/2020,10/27/2020,10.09,600,62,AGENT00688,VNDR00484,A00008507
TXN00003777,11/1/2020 0:00,10/20/2020,10/25/2020,58.63,49000,38,AGENT00814,VNDR00128,A00003424
TXN00003778,11/1/2020 0:00,10/26/2020,10/28/2020,90.58,40000,102,AGENT00504,VNDR00571,A00004145
TXN00003779,11/1/2020 0:00,10/27/2020,10/28/2020,69.53,2000,75,AGENT00927,VNDR00381,A00005871
TXN00003780,11/1/2020 0:00,10/22/2020,10/25/2020,72.21,3000,72,AGENT00960,VNDR00197,A00009735
TXN00003781,11/1/2020 0:00,10/24/2020,10/27/2020,115.8,10000,36,AGENT00011,VNDR00197,A00000832
TXN00003782,11/1/2020 0:00,10/16/2020,10/21/2020,67.95,4000,22,AGENT00503,VNDR00197,A00004701
TXN00003783,11/1/2020 0:00,10/24/2020,10/27/2020,8.97,200,80,AGENT01154,VNDR00197,A00001199
TXN00003784,11/1/2020 0:00,10/22/2020,10/25/2020,105.19,9000,30,AGENT00190,VNDR00192,A00008631
TXN00003785,11/1/2020 0:00,10/15/2020,10/20/2020,175.14,2000,44,AGENT00765,VNDR00255,A00007706
TXN00003786,11/1/2020 0:00,10/17/2020,10/22/2020,146.26,20000,80,AGENT01182,VNDR00486,A00007339
TXN00003787,11/1/2020 0:00,10/22/2020,10/25/2020,108.4,18000,59,AGENT01180,VNDR00099,A00005044
TXN00003788,11/1/2020 0:00,10/16/2020,10/21/2020,7.95,600,11,AGENT00178,VNDR00109,A00005128
TXN00003789,11/1/2020 0:00,10/22/2020,10/25/2020,70.76,3000,114,AGENT01106,VNDR00142,A00007866
TXN00003790,11/1/2020 0:00,10/24/2020,10/27/2020,105.37,10000,110,AGENT00838,VNDR00256,A00008647
TXN00003791,11/1/2020 0:00,10/26/2020,10/28/2020,107.82,17000,44,AGENT00716,VNDR00301,A00004806
TXN00003792,11/1/2020 0:00,10/24/2020,10/27/2020,78.26,7000,107,AGENT00958,VNDR00197,A00000823
TXN00003793,11/1/2020 0:00,10/31/2020,10/31/2020,157.1,20000,61,AGENT00343,VNDR00335,A00004981
TXN00003794,11/1/2020 0:00,10/31/2020,10/31/2020,139.11,3000,9,AGENT00571,VNDR00167,A00003159
TXN00003795,11/1/2020 0:00,10/30/2020,10/30/2020,70.24,2000,54,AGENT00484,VNDR00197,A00008874
TXN00003796,11/1/2020 0:00,10/25/2020,10/27/2020,174.88,1000,30,AGENT00096,VNDR00451,A00005112
TXN00003797,11/2/2020 0:00,10/20/2020,10/25/2020,128.71,40000,88,AGENT01073,VNDR00197,A00007370
TXN00003798,11/2/2020 0:00,10/31/2020,10/31/2020,64.57,1000,64,AGENT00215,VNDR00104,A00007842
TXN00003799,11/2/2020 0:00,10/28/2020,10/29/2020,57.84,5000,57,AGENT00572,VNDR00256,A00000017
TXN00003800,11/2/2020 0:00,10/22/2020,10/27/2020,6.86,100,19,AGENT00912,VNDR00084,A00006651
TXN00003801,11/2/2020 0:00,10/19/2020,10/24/2020,9.04,400,112,AGENT00123,VNDR00315,A00003547
TXN00003802,11/2/2020 0:00,10/24/2020,10/27/2020,75.7,72000,60,AGENT00379,VNDR00057,A00007694
TXN00003803,11/2/2020 0:00,10/16/2020,10/21/2020,85.81,4000,69,AGENT00876,VNDR00510,A00005879
TXN00003804,11/2/2020 0:00,10/17/2020,10/22/2020,8.11,500,28,AGENT00566,VNDR00472,A00006997
TXN00003805,11/2/2020 0:00,10/16/2020,10/21/2020,94.77,2000,8,AGENT00003,VNDR00479,A00003796
TXN00003806,11/2/2020 0:00,10/14/2020,10/19/2020,145.6,34000,16,AGENT00687,VNDR00197,A00004988
TXN00003807,11/2/2020 0:00,10/31/2020,10/31/2020,100.57,6000,45,AGENT01000,VNDR00203,A00009595
TXN00003808,11/2/2020 0:00,10/31/2020,10/31/2020,129.78,36000,93,AGENT01113,VNDR00197,A00000082
TXN00003809,11/2/2020 0:00,10/29/2020,10/30/2020,165.92,19000,80,AGENT00535,VNDR00197,A00002178
TXN00003810,11/2/2020 0:00,10/26/2020,10/28/2020,6.36,100,104,AGENT00676,VNDR00250,A00007173
TXN00003811,11/2/2020 0:00,10/28/2020,10/29/2020,11.44,700,30,AGENT00088,VNDR00339,A00002483
TXN00003812,11/2/2020 0:00,10/30/2020,10/30/2020,54.97,85000,81,AGENT01155,VNDR00493,A00004350
TXN00003813,11/2/2020 0:00,10/24/2020,10/27/2020,73.49,4000,93,AGENT01089,VNDR00197,A00002826
TXN00003814,11/2/2020 0:00,10/23/2020,10/26/2020,64.92,1000,47,AGENT00508,VNDR00365,A00000510
TXN00003815,11/3/2020 0:00,10/20/2020,10/25/2020,133.24,6000,26,AGENT00172,VNDR00484,A00002263
TXN00003816,11/3/2020 0:00,10/17/2020,10/22/2020,131.07,22000,11,AGENT00010,VNDR00508,A00009238
TXN00003817,11/3/2020 0:00,10/14/2020,10/19/2020,107.4,21000,36,AGENT00645,VNDR00197,A00004650
TXN00003818,11/3/2020 0:00,10/19/2020,10/24/2020,78.27,1000,15,AGENT00525,VNDR00389,A00001789
TXN00003819,11/3/2020 0:00,10/21/2020,10/26/2020,70.88,6000,48,AGENT00249,VNDR00286,A00000344
TXN00003820,11/3/2020 0:00,10/20/2020,10/25/2020,89.06,1000,42,AGENT00660,VNDR00197,A00008919
TXN00003821,11/3/2020 0:00,11/2/2020,11/2/2020,148.87,32000,88,AGENT00195,VNDR00445,A00007337
TXN00003822,11/3/2020 0:00,10/26/2020,10/29/2020,62.22,23000,89,AGENT01007,VNDR00423,A00007726
TXN00003823,11/3/2020 0:00,10/31/2020,10/31/2020,6.5,700,108,AGENT00609,VNDR00197,A00003612
TXN00003824,11/3/2020 0:00,10/25/2020,10/28/2020,52.92,68000,58,AGENT00295,VNDR00365,A00003976
TXN00003825,11/3/2020 0:00,10/21/2020,10/26/2020,87.32,3000,40,AGENT01100,VNDR00571,A00005856
TXN00003826,11/3/2020 0:00,10/22/2020,10/27/2020,100.5,1000,44,AGENT00629,VNDR00456,A00009053
TXN00003827,11/3/2020 0:00,10/24/2020,10/27/2020,112.42,4000,42,AGENT01023,VNDR00047,A00000771
TXN00003828,11/3/2020 0:00,10/26/2020,10/29/2020,180.96,8000,119,AGENT00520,VNDR00170,A00009182
TXN00003829,11/3/2020 0:00,10/25/2020,10/28/2020,117.53,5000,107,AGENT00811,VNDR00402,A00006804
TXN00003830,11/3/2020 0:00,10/14/2020,10/19/2020,134.06,3000,38,AGENT01011,VNDR00463,A00009788
TXN00003831,11/3/2020 0:00,10/30/2020,10/31/2020,54.87,4000,102,AGENT00060,VNDR00301,A00005976
TXN00003832,11/3/2020 0:00,10/31/2020,10/31/2020,149.55,9000,46,AGENT00430,VNDR00503,A00006552
TXN00003833,11/3/2020 0:00,10/20/2020,10/25/2020,94.44,5000,70,AGENT00344,VNDR00197,A00003429
TXN00003834,11/3/2020 0:00,10/30/2020,10/31/2020,8.19,700,17,AGENT00385,VNDR00050,A00007372
TXN00003835,11/3/2020 0:00,10/18/2020,10/23/2020,77.13,43000,10,AGENT00858,VNDR00197,A00008757
TXN00003836,11/3/2020 0:00,10/23/2020,10/28/2020,126.66,20000,115,AGENT00979,VNDR00233,A00000846
TXN00003837,11/3/2020 0:00,10/31/2020,10/31/2020,120.66,4000,74,AGENT01032,VNDR00098,A00004240
TXN00003838,11/3/2020 0:00,10/23/2020,10/28/2020,112.18,11000,86,AGENT01000,VNDR00107,A00006143
TXN00003839,11/3/2020 0:00,10/30/2020,10/31/2020,107.21,14000,39,AGENT00292,VNDR00211,A00004280
TXN00003840,11/3/2020 0:00,10/19/2020,10/24/2020,97.81,86000,89,AGENT00282,VNDR00200,A00009482
TXN00003841,11/3/2020 0:00,10/19/2020,10/24/2020,7.86,400,96,AGENT00478,VNDR00197,A00005277
TXN00003842,11/3/2020 0:00,11/1/2020,11/1/2020,105.31,17000,86,AGENT00898,VNDR00353,A00000916
TXN00003843,11/3/2020 0:00,10/23/2020,10/28/2020,80.32,14000,41,AGENT00980,VNDR00468,A00007825
TXN00003844,11/3/2020 0:00,10/28/2020,10/30/2020,83.3,5000,11,AGENT00548,VNDR00311,A00003805
TXN00003845,11/4/2020 0:00,10/29/2020,10/31/2020,92.69,8000,7,AGENT00804,VNDR00265,A00003846
TXN00003846,11/4/2020 0:00,10/23/2020,10/28/2020,53.76,51000,51,AGENT00491,VNDR00049,A00008031
TXN00003847,11/4/2020 0:00,10/16/2020,10/21/2020,81.46,1000,72,AGENT01195,VNDR00103,A00008020
TXN00003848,11/4/2020 0:00,10/15/2020,10/20/2020,88.29,2000,111,AGENT00695,VNDR00343,A00002259
TXN00003849,11/4/2020 0:00,10/19/2020,10/24/2020,164.37,6000,49,AGENT00360,VNDR00159,A00008762
TXN00003850,11/4/2020 0:00,10/16/2020,10/21/2020,59.94,99000,36,AGENT00527,VNDR00197,A00004274
TXN00003851,11/4/2020 0:00,11/2/2020,11/2/2020,124.42,19000,36,AGENT00057,VNDR00509,A00000087
TXN00003852,11/4/2020 0:00,10/30/2020,10/31/2020,11.66,400,62,AGENT01051,VNDR00197,A00006801
TXN00003853,11/4/2020 0:00,10/20/2020,10/25/2020,139.51,19000,31,AGENT00919,VNDR00096,A00004008
TXN00003854,11/4/2020 0:00,10/31/2020,11/1/2020,9.72,600,52,AGENT00013,VNDR00008,A00001049
TXN00003855,11/4/2020 0:00,10/30/2020,10/31/2020,64.35,5000,63,AGENT00513,VNDR00197,A00001490
TXN00003856,11/4/2020 0:00,10/20/2020,10/25/2020,59.31,3000,62,AGENT00022,VNDR00197,A00007749
TXN00003857,11/4/2020 0:00,10/28/2020,10/30/2020,88.66,32000,85,AGENT00097,VNDR00535,A00003729
TXN00003858,11/4/2020 0:00,10/27/2020,10/30/2020,65.96,28000,53,AGENT00105,VNDR00368,A00009138
TXN00003859,11/4/2020 0:00,10/17/2020,10/22/2020,91.76,24000,60,AGENT00332,VNDR00197,A00001612
TXN00003860,11/4/2020 0:00,10/31/2020,11/1/2020,78.04,38000,44,AGENT00693,VNDR00187,A00007856
TXN00003861,11/4/2020 0:00,10/24/2020,10/29/2020,53.51,4000,13,AGENT00297,VNDR00313,A00002622
TXN00003862,11/4/2020 0:00,10/27/2020,10/30/2020,134.58,10000,99,AGENT00460,VNDR00440,A00004033
TXN00003863,11/4/2020 0:00,10/18/2020,10/23/2020,96.19,9000,64,AGENT01102,VNDR00427,A00005019
TXN00003864,11/4/2020 0:00,10/28/2020,10/30/2020,125.42,1000,64,AGENT00675,VNDR00392,A00005671
TXN00003865,11/4/2020 0:00,10/26/2020,10/29/2020,198.41,1000,34,AGENT00314,VNDR00263,A00004875
TXN00003866,11/4/2020 0:00,10/23/2020,10/28/2020,83.03,7000,24,AGENT00622,VNDR00383,A00000076
TXN00003867,11/4/2020 0:00,10/29/2020,10/31/2020,65.17,14000,58,AGENT00636,VNDR00366,A00005907
TXN00003868,11/4/2020 0:00,11/1/2020,11/1/2020,171.05,14000,93,AGENT00065,VNDR00067,A00009445
TXN00003869,11/4/2020 0:00,10/30/2020,10/31/2020,95.04,2000,104,AGENT00102,VNDR00197,A00004585
TXN00003870,11/4/2020 0:00,11/1/2020,11/1/2020,139.24,17000,108,AGENT01140,VNDR00419,A00009225
TXN00003871,11/5/2020 0:00,10/26/2020,10/29/2020,9.28,100,59,AGENT00816,VNDR00090,A00008592
TXN00003872,11/5/2020 0:00,10/16/2020,10/21/2020,85.27,2000,63,AGENT00604,VNDR00463,A00001787
TXN00003873,11/5/2020 0:00,10/30/2020,11/1/2020,109.7,21000,74,AGENT00624,VNDR00222,A00008011
TXN00003874,11/5/2020 0:00,10/28/2020,10/31/2020,96.64,5000,56,AGENT00592,VNDR00420,A00003503
TXN00003875,11/5/2020 0:00,10/25/2020,10/30/2020,73.64,40000,28,AGENT00743,VNDR00197,A00008120
TXN00003876,11/5/2020 0:00,10/26/2020,10/29/2020,10.16,300,6,AGENT00510,VNDR00448,A00004687
TXN00003877,11/5/2020 0:00,10/28/2020,10/31/2020,148,11000,70,AGENT00247,VNDR00197,A00003389
TXN00003878,11/5/2020 0:00,10/29/2020,10/31/2020,145.06,1000,106,AGENT01133,VNDR00197,A00008381
TXN00003879,11/5/2020 0:00,10/26/2020,10/29/2020,114.39,40000,58,AGENT01100,VNDR00261,A00005450
TXN00003880,11/5/2020 0:00,10/23/2020,10/28/2020,144.81,4000,96,AGENT00114,VNDR00161,A00000880
TXN00003881,11/5/2020 0:00,10/21/2020,10/26/2020,11.79,200,16,AGENT00348,VNDR00412,A00000727
TXN00003882,11/5/2020 0:00,10/28/2020,10/31/2020,150.67,26000,89,AGENT00566,VNDR00197,A00002087
TXN00003883,11/5/2020 0:00,10/31/2020,11/1/2020,60.98,41000,7,AGENT00056,VNDR00492,A00001067
TXN00003884,11/5/2020 0:00,10/17/2020,10/22/2020,84.99,7000,82,AGENT00514,VNDR00177,A00005247
TXN00003885,11/5/2020 0:00,11/1/2020,11/2/2020,83.65,1000,83,AGENT00658,VNDR00197,A00002214
TXN00003886,11/5/2020 0:00,10/31/2020,11/1/2020,101.66,14000,27,AGENT00948,VNDR00197,A00002529
TXN00003887,11/5/2020 0:00,10/23/2020,10/28/2020,105.6,18000,36,AGENT00633,VNDR00262,A00001614
TXN00003888,11/5/2020 0:00,10/26/2020,10/29/2020,85.73,1000,112,AGENT00962,VNDR00197,A00001838
TXN00003889,11/5/2020 0:00,10/30/2020,11/1/2020,56.92,3000,110,AGENT00429,VNDR00499,A00005406
TXN00003890,11/5/2020 0:00,10/22/2020,10/27/2020,85.8,28000,77,AGENT00012,VNDR00488,A00006955
TXN00003891,11/5/2020 0:00,10/24/2020,10/29/2020,78.08,5000,67,AGENT00795,VNDR00197,A00009023
TXN00003892,11/5/2020 0:00,10/22/2020,10/27/2020,144.19,27000,88,AGENT00838,VNDR00283,A00004107
TXN00003893,11/5/2020 0:00,11/4/2020,11/4/2020,130.02,11000,119,AGENT00032,VNDR00277,A00001033
TXN00003894,11/6/2020 0:00,10/21/2020,10/26/2020,86.97,31000,44,AGENT00189,VNDR00394,A00004168
TXN00003895,11/6/2020 0:00,11/3/2020,11/3/2020,101.48,13000,39,AGENT01055,VNDR00260,A00006899
TXN00003896,11/6/2020 0:00,10/27/2020,10/30/2020,120.67,28000,31,AGENT01056,VNDR00094,A00009010
TXN00003897,11/6/2020 0:00,10/29/2020,11/1/2020,126.65,16000,57,AGENT01142,VNDR00197,A00000039
TXN00003898,11/6/2020 0:00,10/30/2020,11/1/2020,89.14,39000,6,AGENT00130,VNDR00197,A00004907
TXN00003899,11/6/2020 0:00,11/3/2020,11/3/2020,129.35,6000,90,AGENT00214,VNDR00425,A00008582
TXN00003900,11/6/2020 0:00,10/17/2020,10/22/2020,7.49,100,102,AGENT00949,VNDR00579,A00003578
TXN00003901,11/6/2020 0:00,10/20/2020,10/25/2020,136.81,5000,116,AGENT00012,VNDR00197,A00003079
TXN00003902,11/6/2020 0:00,10/17/2020,10/22/2020,75.61,5000,82,AGENT00593,VNDR00273,A00005868
TXN00003903,11/6/2020 0:00,10/30/2020,11/1/2020,122.79,14000,34,AGENT00965,VNDR00600,A00004138
TXN00003904,11/6/2020 0:00,10/27/2020,10/30/2020,141.66,2000,108,AGENT00703,VNDR00538,A00005640
TXN00003905,11/6/2020 0:00,11/1/2020,11/2/2020,81.86,36000,117,AGENT00713,VNDR00154,A00008832
TXN00003906,11/6/2020 0:00,10/25/2020,10/30/2020,8.12,300,18,AGENT00825,VNDR00197,A00001688
TXN00003907,11/6/2020 0:00,10/25/2020,10/30/2020,75.57,4000,51,AGENT00162,VNDR00064,A00000031
TXN00003908,11/6/2020 0:00,11/3/2020,11/3/2020,65.25,5000,61,AGENT01200,VNDR00385,A00004707
TXN00003909,11/6/2020 0:00,10/23/2020,10/28/2020,151.88,8000,104,AGENT01165,VNDR00445,A00000776
TXN00003910,11/6/2020 0:00,11/2/2020,11/3/2020,106.5,8000,52,AGENT00390,VNDR00197,A00004335
TXN00003911,11/6/2020 0:00,10/27/2020,10/30/2020,85.53,8000,58,AGENT00477,VNDR00197,A00009949
TXN00003912,11/6/2020 0:00,11/4/2020,11/4/2020,92.54,2000,98,AGENT00272,VNDR00197,A00004809
TXN00003913,11/6/2020 0:00,10/22/2020,10/27/2020,124.08,9000,99,AGENT00736,VNDR00399,A00003918
TXN00003914,11/6/2020 0:00,11/1/2020,11/2/2020,74.87,1000,57,AGENT00287,VNDR00087,A00002071
TXN00003915,11/6/2020 0:00,10/27/2020,10/30/2020,113.28,26000,107,AGENT00524,VNDR00399,A00008414
TXN00003916,11/6/2020 0:00,10/27/2020,10/30/2020,81.31,89000,103,AGENT00049,VNDR00519,A00004185
TXN00003917,11/6/2020 0:00,11/4/2020,11/4/2020,101.53,12000,114,AGENT00675,VNDR00508,A00007659
TXN00003918,11/6/2020 0:00,10/26/2020,10/31/2020,109.91,20000,105,AGENT01057,VNDR00197,A00004054
TXN00003919,11/6/2020 0:00,11/2/2020,11/3/2020,57.08,3000,107,AGENT00803,VNDR00422,A00008219
TXN00003920,11/6/2020 0:00,10/17/2020,10/22/2020,98.91,3000,84,AGENT00811,VNDR00096,A00004781
TXN00003921,11/6/2020 0:00,11/4/2020,11/4/2020,128.06,25000,93,AGENT00139,VNDR00197,A00000353
TXN00003922,11/6/2020 0:00,10/20/2020,10/25/2020,84.78,3000,101,AGENT00673,VNDR00156,A00001123
